age;job;marital;education;contact;term_deposit;balance;Cluster_Prediction
39;blue-collar;married;secondary;cellular;no;481;0
29;admin.;single;secondary;cellular;no;260;0
56;unemployed;single;primary;cellular;yes;1110;0
36;admin.;married;secondary;telephone;no;313;0
34;blue-collar;married;primary;cellular;no;277;0
55;housemaid;married;primary;cellular;no;10;0
45;blue-collar;married;primary;telephone;no;412;0
32;management;single;tertiary;cellular;no;156;0
37;blue-collar;married;secondary;cellular;no;242;0
28;technician;single;secondary;cellular;no;1532;0
31;management;single;tertiary;cellular;no;3;0
42;technician;single;tertiary;telephone;no;3908;3
27;services;married;secondary;cellular;no;199;0
32;management;single;tertiary;cellular;no;124;0
26;student;single;secondary;telephone;no;1510;0
29;technician;single;secondary;telephone;no;853;0
53;blue-collar;married;primary;telephone;no;805;0
38;technician;single;secondary;cellular;no;571;0
37;management;married;tertiary;cellular;no;1639;0
47;blue-collar;married;primary;cellular;no;556;0
31;services;single;secondary;cellular;no;122;0
46;admin.;married;primary;telephone;no;96;0
32;blue-collar;married;secondary;cellular;no;557;0
48;admin.;divorced;secondary;cellular;no;955;0
32;self-employed;married;tertiary;cellular;no;322;0
45;admin.;married;unknown;telephone;no;323;0
36;entrepreneur;married;tertiary;cellular;no;2700;3
45;blue-collar;married;secondary;telephone;no;226;0
39;admin.;married;secondary;cellular;yes;130;0
37;technician;divorced;secondary;cellular;no;-24;0
56;management;married;tertiary;cellular;no;-762;0
38;technician;married;tertiary;cellular;no;1042;0
52;admin.;married;secondary;cellular;no;941;0
33;blue-collar;married;secondary;cellular;yes;315;0
53;management;divorced;secondary;cellular;no;1355;0
28;admin.;single;secondary;cellular;no;392;0
53;self-employed;married;tertiary;cellular;no;687;0
38;technician;married;tertiary;cellular;yes;4383;3
30;admin.;single;secondary;cellular;yes;313;0
26;blue-collar;married;secondary;cellular;no;895;0
45;self-employed;divorced;secondary;cellular;no;1966;3
46;unemployed;married;secondary;cellular;no;594;0
32;management;married;tertiary;cellular;no;1230;0
36;admin.;married;secondary;telephone;no;110;0
30;blue-collar;single;secondary;cellular;no;-276;0
48;management;married;tertiary;telephone;no;4803;3
43;technician;married;secondary;cellular;no;1667;0
40;blue-collar;single;secondary;cellular;no;6915;1
37;technician;married;secondary;cellular;no;277;0
28;management;married;tertiary;cellular;no;1246;0
51;admin.;divorced;tertiary;cellular;no;178;0
29;technician;married;secondary;cellular;yes;273;0
28;student;single;secondary;cellular;no;0;0
44;management;divorced;primary;cellular;no;641;0
50;blue-collar;single;secondary;cellular;no;-111;0
41;technician;married;secondary;telephone;no;-329;0
36;student;single;secondary;telephone;no;904;0
31;management;divorced;tertiary;cellular;no;106;0
32;unemployed;married;secondary;cellular;no;2400;3
45;blue-collar;married;primary;telephone;no;572;0
50;admin.;married;secondary;cellular;no;761;0
34;blue-collar;married;secondary;cellular;no;0;0
33;management;married;secondary;telephone;no;165;0
48;admin.;divorced;secondary;cellular;no;341;0
43;retired;single;secondary;telephone;no;53;0
34;services;married;secondary;telephone;no;314;0
51;technician;divorced;primary;cellular;no;300;0
27;blue-collar;married;secondary;cellular;no;245;0
27;housemaid;single;primary;cellular;no;494;0
59;blue-collar;divorced;secondary;cellular;no;1774;0
43;management;single;secondary;cellular;no;1063;0
46;management;married;tertiary;cellular;no;-191;0
37;self-employed;married;secondary;cellular;no;126;0
69;management;married;tertiary;telephone;yes;840;0
48;blue-collar;married;secondary;telephone;no;558;0
38;unemployed;married;primary;cellular;no;890;0
35;blue-collar;married;secondary;cellular;no;-151;0
58;management;married;secondary;telephone;no;-382;0
36;blue-collar;married;primary;cellular;no;277;0
34;services;single;primary;cellular;no;496;0
33;blue-collar;single;secondary;cellular;no;16649;4
41;admin.;divorced;secondary;cellular;no;4;0
31;entrepreneur;single;tertiary;cellular;no;46;0
49;services;divorced;secondary;cellular;no;1162;0
37;management;divorced;tertiary;cellular;no;132;0
30;blue-collar;single;primary;telephone;no;296;0
54;blue-collar;married;secondary;telephone;no;844;0
38;blue-collar;married;secondary;cellular;no;475;0
44;management;married;tertiary;cellular;yes;309;0
37;management;married;tertiary;cellular;yes;57;0
30;unemployed;single;secondary;cellular;no;2616;3
30;blue-collar;single;secondary;cellular;no;574;0
26;self-employed;single;secondary;cellular;no;1018;0
59;retired;married;secondary;cellular;no;242;0
50;admin.;divorced;secondary;cellular;no;381;0
29;blue-collar;single;secondary;cellular;no;0;0
31;student;single;secondary;cellular;no;334;0
35;services;divorced;secondary;cellular;no;440;0
35;management;divorced;tertiary;cellular;no;500;0
33;management;married;tertiary;cellular;no;741;0
56;retired;married;secondary;cellular;no;5737;3
34;technician;married;secondary;cellular;no;1072;0
59;unemployed;married;primary;cellular;no;19102;4
45;retired;married;secondary;cellular;no;900;0
41;blue-collar;married;primary;cellular;no;438;0
32;services;married;secondary;cellular;no;1066;0
44;blue-collar;married;secondary;cellular;no;794;0
53;admin.;married;secondary;cellular;no;264;0
50;blue-collar;divorced;primary;cellular;no;388;0
39;technician;married;secondary;cellular;no;994;0
38;management;single;tertiary;cellular;no;1819;0
36;technician;divorced;secondary;telephone;no;3270;3
35;management;single;tertiary;cellular;yes;2707;3
47;blue-collar;divorced;secondary;cellular;no;1815;0
29;admin.;married;secondary;cellular;no;503;0
31;student;single;secondary;cellular;no;430;0
31;admin.;single;secondary;cellular;no;554;0
37;management;single;tertiary;cellular;no;156;0
26;blue-collar;single;tertiary;cellular;no;1527;0
28;management;single;secondary;telephone;no;292;0
27;entrepreneur;single;tertiary;cellular;no;81;0
57;management;married;tertiary;cellular;no;297;0
72;retired;married;primary;cellular;no;9160;1
54;unemployed;single;secondary;cellular;no;3611;3
33;management;single;tertiary;cellular;no;1410;0
59;blue-collar;married;primary;cellular;no;99;0
27;admin.;single;secondary;cellular;no;592;0
40;housemaid;married;primary;cellular;no;118;0
34;admin.;married;tertiary;cellular;no;788;0
31;blue-collar;single;secondary;cellular;no;26;0
33;entrepreneur;divorced;primary;cellular;no;596;0
42;blue-collar;married;primary;cellular;no;1520;0
30;blue-collar;single;secondary;cellular;no;144;0
58;entrepreneur;married;primary;cellular;no;1249;0
32;technician;married;secondary;cellular;no;3322;3
30;management;married;tertiary;cellular;no;1251;0
60;unemployed;divorced;secondary;telephone;no;4;0
58;unemployed;married;tertiary;cellular;no;1798;0
43;management;married;unknown;cellular;no;587;0
29;services;married;primary;cellular;no;549;0
49;management;married;primary;cellular;no;363;0
34;management;single;tertiary;cellular;no;404;0
31;technician;single;tertiary;cellular;yes;1109;0
30;technician;married;secondary;cellular;no;1099;0
31;unemployed;single;secondary;cellular;no;3528;3
49;management;married;tertiary;cellular;no;271;0
42;entrepreneur;married;tertiary;cellular;no;233;0
37;unemployed;married;secondary;cellular;no;63;0
48;blue-collar;married;secondary;cellular;no;194;0
44;unemployed;married;tertiary;cellular;no;17747;4
33;management;single;tertiary;cellular;no;7114;1
36;blue-collar;single;secondary;cellular;no;767;0
42;self-employed;single;tertiary;cellular;no;580;0
29;blue-collar;divorced;secondary;cellular;no;302;0
42;blue-collar;married;secondary;cellular;no;366;0
56;management;married;tertiary;cellular;no;3172;3
42;blue-collar;single;primary;cellular;no;1628;0
27;admin.;married;secondary;cellular;no;73;0
36;self-employed;single;tertiary;cellular;no;258;0
29;admin.;single;secondary;cellular;no;1261;0
34;blue-collar;married;secondary;cellular;no;563;0
71;retired;married;tertiary;cellular;no;2651;3
47;blue-collar;divorced;secondary;cellular;no;-332;0
44;management;married;tertiary;cellular;no;673;0
42;management;married;secondary;cellular;no;-34;0
56;retired;married;tertiary;cellular;no;478;0
53;services;divorced;secondary;cellular;no;4554;3
27;technician;single;secondary;cellular;no;63;0
26;blue-collar;married;secondary;cellular;no;624;0
38;entrepreneur;married;secondary;cellular;no;65;0
30;blue-collar;single;primary;cellular;no;105;0
32;admin.;single;secondary;cellular;no;642;0
43;unemployed;married;secondary;cellular;no;3529;3
30;management;single;secondary;cellular;no;293;0
34;management;single;tertiary;cellular;no;3;0
54;unemployed;divorced;secondary;cellular;no;925;0
30;services;single;primary;telephone;no;81;0
59;retired;divorced;primary;cellular;no;7179;1
34;services;married;secondary;cellular;no;87;0
32;blue-collar;married;secondary;cellular;no;150;0
40;blue-collar;single;primary;cellular;no;-187;0
54;entrepreneur;married;tertiary;cellular;no;1544;0
50;admin.;divorced;secondary;cellular;no;223;0
55;retired;married;secondary;cellular;no;529;0
56;management;married;tertiary;cellular;no;14344;1
48;technician;married;secondary;cellular;no;658;0
29;technician;married;secondary;cellular;no;767;0
39;entrepreneur;single;secondary;cellular;no;829;0
47;housemaid;divorced;secondary;cellular;no;1565;0
38;entrepreneur;single;secondary;cellular;no;185;0
27;management;single;tertiary;cellular;yes;2648;3
27;unemployed;single;secondary;cellular;no;11;0
32;management;married;tertiary;cellular;no;205;0
35;unemployed;married;primary;telephone;no;4564;3
29;management;married;tertiary;cellular;no;204;0
37;technician;single;secondary;cellular;no;123;0
36;management;single;tertiary;cellular;no;467;0
26;entrepreneur;single;secondary;cellular;yes;101;0
39;technician;married;primary;cellular;no;1846;3
57;unemployed;married;secondary;cellular;no;890;0
33;unemployed;single;secondary;cellular;no;682;0
41;technician;married;secondary;cellular;no;-378;0
26;student;single;unknown;cellular;no;198;0
28;services;married;secondary;cellular;no;462;0
37;self-employed;married;secondary;cellular;no;2203;3
29;unemployed;single;secondary;cellular;no;1562;0
33;technician;single;unknown;cellular;no;10600;1
47;unemployed;single;primary;cellular;no;289;0
35;blue-collar;married;secondary;cellular;no;522;0
41;management;married;tertiary;cellular;no;13874;1
26;services;single;secondary;cellular;no;598;0
33;blue-collar;single;secondary;cellular;no;1387;0
27;technician;married;secondary;cellular;no;616;0
45;management;married;unknown;cellular;no;169;0
35;management;married;tertiary;cellular;no;1557;0
35;admin.;married;tertiary;cellular;no;429;0
35;management;divorced;tertiary;cellular;no;457;0
30;unemployed;single;secondary;cellular;no;40;0
52;services;divorced;secondary;cellular;no;-57;0
36;services;married;secondary;telephone;no;417;0
42;management;married;primary;cellular;no;-417;0
26;entrepreneur;single;tertiary;cellular;yes;725;0
26;admin.;single;secondary;cellular;no;685;0
29;unemployed;single;tertiary;cellular;no;991;0
28;entrepreneur;single;tertiary;cellular;no;16;0
61;blue-collar;single;primary;cellular;no;433;0
49;entrepreneur;divorced;secondary;cellular;no;32;0
57;unemployed;married;secondary;cellular;no;7357;1
27;management;single;tertiary;cellular;no;2849;3
28;blue-collar;single;secondary;cellular;no;1364;0
39;self-employed;single;tertiary;cellular;no;917;0
50;blue-collar;married;secondary;cellular;no;-812;0
26;self-employed;single;secondary;cellular;no;1242;0
27;admin.;single;secondary;cellular;no;424;0
29;unemployed;married;tertiary;cellular;no;241;0
36;self-employed;single;tertiary;cellular;no;351;0
26;unemployed;married;primary;cellular;no;440;0
36;blue-collar;single;secondary;cellular;no;1598;0
28;services;single;secondary;cellular;no;1820;0
27;self-employed;single;secondary;cellular;no;923;0
30;services;single;secondary;cellular;no;566;0
60;unemployed;single;tertiary;cellular;no;361;0
59;unemployed;married;secondary;cellular;no;2740;3
29;unemployed;single;primary;cellular;no;34;0
59;technician;married;secondary;cellular;no;2613;3
59;technician;married;secondary;cellular;no;201;0
41;admin.;divorced;secondary;cellular;no;8;0
31;self-employed;single;tertiary;cellular;no;96;0
34;unemployed;married;primary;cellular;yes;309;0
42;technician;married;secondary;cellular;no;2037;3
34;admin.;married;secondary;cellular;yes;155;0
47;blue-collar;divorced;primary;cellular;no;1927;3
42;services;married;secondary;cellular;no;-91;0
34;management;single;tertiary;cellular;no;0;0
37;housemaid;married;secondary;cellular;yes;7433;1
54;retired;married;secondary;telephone;no;883;0
57;management;married;secondary;cellular;no;287;0
33;self-employed;single;secondary;cellular;no;238;0
31;services;married;secondary;cellular;no;1004;0
30;blue-collar;married;primary;cellular;no;935;0
36;management;single;secondary;cellular;no;159;0
42;technician;single;secondary;cellular;yes;541;0
56;blue-collar;single;secondary;cellular;no;1187;0
40;blue-collar;married;secondary;cellular;no;632;0
60;retired;married;tertiary;cellular;no;6684;1
34;unemployed;single;secondary;cellular;no;1586;0
46;admin.;married;secondary;cellular;no;939;0
30;student;single;secondary;cellular;no;61;0
49;blue-collar;married;primary;cellular;no;217;0
30;services;single;secondary;cellular;no;405;0
54;services;married;unknown;cellular;yes;0;0
37;student;single;secondary;cellular;no;681;0
45;unemployed;single;secondary;cellular;no;33;0
56;technician;divorced;secondary;cellular;no;1480;0
29;self-employed;married;tertiary;cellular;no;4;0
41;management;married;tertiary;cellular;no;1143;0
48;blue-collar;married;unknown;cellular;no;459;0
50;management;divorced;tertiary;cellular;no;-5;0
35;management;single;unknown;cellular;no;186;0
27;management;married;tertiary;telephone;no;312;0
34;services;single;primary;cellular;no;3648;3
32;management;married;tertiary;cellular;no;-149;0
33;management;married;tertiary;cellular;no;26721;4
27;technician;single;secondary;cellular;no;299;0
38;blue-collar;single;primary;cellular;no;3132;3
29;self-employed;married;tertiary;cellular;no;476;0
34;technician;divorced;tertiary;cellular;no;66;0
40;management;married;secondary;cellular;no;18;0
34;management;single;tertiary;cellular;no;84;0
29;management;single;tertiary;cellular;no;841;0
59;technician;married;unknown;cellular;no;0;0
58;retired;single;secondary;cellular;no;-158;0
44;entrepreneur;married;secondary;cellular;no;320;0
56;blue-collar;married;secondary;cellular;no;121;0
36;unemployed;married;primary;cellular;no;646;0
36;management;married;tertiary;cellular;no;0;0
29;blue-collar;single;secondary;cellular;no;228;0
33;technician;single;secondary;cellular;no;6106;1
40;self-employed;single;tertiary;cellular;no;265;0
27;management;single;tertiary;cellular;no;0;0
35;management;single;tertiary;cellular;no;995;0
47;unemployed;divorced;secondary;cellular;no;947;0
29;services;single;secondary;cellular;no;612;0
40;services;married;secondary;cellular;no;-212;0
41;technician;single;secondary;cellular;no;618;0
41;admin.;divorced;secondary;cellular;no;110;0
33;services;single;secondary;cellular;no;406;0
33;management;married;tertiary;cellular;no;184;0
57;management;divorced;tertiary;cellular;no;442;0
33;services;single;secondary;cellular;no;3358;3
34;services;divorced;secondary;cellular;no;1281;0
53;management;married;tertiary;cellular;yes;1624;0
49;blue-collar;married;primary;cellular;no;1;0
54;housemaid;divorced;primary;cellular;no;2253;3
32;admin.;married;secondary;cellular;no;1661;0
31;admin.;married;secondary;cellular;no;0;0
52;unemployed;married;secondary;cellular;no;-307;0
40;services;married;secondary;cellular;no;-38;0
32;services;married;secondary;cellular;no;182;0
33;blue-collar;married;primary;cellular;no;28;0
28;technician;single;secondary;cellular;no;440;0
46;services;married;tertiary;cellular;no;-780;0
47;technician;single;secondary;telephone;no;58;0
57;services;married;primary;cellular;no;-319;0
46;management;married;tertiary;cellular;no;222;0
31;admin.;single;tertiary;cellular;no;541;0
38;entrepreneur;married;tertiary;cellular;no;228;0
31;blue-collar;single;secondary;telephone;no;573;0
35;admin.;single;secondary;cellular;no;1087;0
32;technician;single;tertiary;cellular;no;1813;0
29;blue-collar;single;primary;cellular;no;365;0
40;admin.;married;secondary;telephone;no;367;0
27;management;single;tertiary;cellular;no;497;0
37;unemployed;married;secondary;cellular;no;629;0
58;technician;married;unknown;cellular;no;1617;0
33;admin.;married;secondary;cellular;no;56;0
45;management;married;tertiary;cellular;no;2953;3
54;technician;married;secondary;telephone;yes;0;0
55;blue-collar;married;secondary;cellular;no;1765;0
30;technician;single;secondary;cellular;no;728;0
42;technician;married;secondary;cellular;no;315;0
45;services;married;secondary;cellular;no;925;0
34;management;divorced;tertiary;cellular;no;0;0
42;self-employed;married;secondary;telephone;no;513;0
45;technician;married;secondary;cellular;no;858;0
38;technician;divorced;tertiary;cellular;no;915;0
34;technician;single;tertiary;cellular;yes;992;0
36;management;married;tertiary;cellular;no;190;0
30;unemployed;single;secondary;cellular;no;79;0
32;admin.;divorced;secondary;cellular;no;2294;3
42;technician;single;secondary;cellular;no;555;0
41;entrepreneur;single;tertiary;cellular;no;791;0
58;technician;married;secondary;cellular;no;0;0
47;admin.;single;tertiary;telephone;no;178;0
35;self-employed;married;tertiary;cellular;no;137;0
40;blue-collar;married;primary;cellular;no;665;0
33;management;divorced;tertiary;cellular;no;1;0
39;management;single;tertiary;cellular;no;122;0
35;admin.;single;secondary;cellular;no;1016;0
30;services;married;secondary;cellular;no;1743;0
28;management;single;tertiary;cellular;no;810;0
37;blue-collar;married;secondary;cellular;no;660;0
48;management;married;tertiary;cellular;no;500;0
29;admin.;single;secondary;cellular;no;209;0
55;technician;married;secondary;cellular;no;956;0
27;technician;single;secondary;cellular;no;126;0
48;entrepreneur;single;tertiary;cellular;yes;318;0
36;student;single;secondary;cellular;no;624;0
26;blue-collar;single;tertiary;cellular;no;449;0
31;student;single;unknown;cellular;no;643;0
29;technician;single;secondary;cellular;no;401;0
33;self-employed;married;tertiary;cellular;no;1099;0
55;retired;married;tertiary;cellular;no;127;0
48;blue-collar;married;secondary;cellular;no;750;0
43;unknown;married;primary;telephone;no;644;0
39;management;married;tertiary;cellular;no;2976;3
48;blue-collar;married;secondary;cellular;no;426;0
38;management;married;tertiary;cellular;no;0;0
40;unemployed;married;primary;cellular;yes;1908;3
31;student;single;tertiary;cellular;no;2010;3
28;blue-collar;single;secondary;cellular;no;438;0
42;housemaid;married;primary;cellular;no;4279;3
29;unemployed;single;secondary;cellular;no;523;0
30;admin.;married;tertiary;cellular;no;285;0
28;technician;single;secondary;cellular;no;1405;0
64;management;married;tertiary;telephone;no;6251;1
41;unemployed;married;secondary;cellular;no;0;0
37;management;married;tertiary;cellular;no;-491;0
57;unemployed;married;secondary;cellular;yes;3754;3
31;management;married;unknown;cellular;no;68;0
60;management;married;tertiary;cellular;yes;2281;3
31;blue-collar;married;secondary;cellular;no;823;0
46;technician;married;tertiary;cellular;no;157;0
33;technician;married;secondary;cellular;no;14850;1
36;technician;married;secondary;cellular;no;696;0
28;technician;married;tertiary;cellular;no;510;0
37;blue-collar;married;primary;cellular;no;95;0
31;entrepreneur;single;tertiary;cellular;no;544;0
25;student;single;secondary;cellular;yes;2354;3
42;management;divorced;tertiary;telephone;no;1775;0
32;technician;single;secondary;cellular;no;315;0
38;housemaid;married;secondary;cellular;no;333;0
42;unemployed;single;secondary;cellular;no;139;0
45;admin.;married;secondary;cellular;no;67;0
45;unemployed;married;unknown;cellular;no;490;0
28;technician;single;tertiary;cellular;yes;676;0
44;management;married;tertiary;cellular;no;1451;0
44;technician;married;tertiary;cellular;no;184;0
60;admin.;single;secondary;cellular;no;473;0
41;blue-collar;married;primary;cellular;no;336;0
36;blue-collar;single;secondary;cellular;no;0;0
27;student;single;unknown;cellular;no;2183;3
33;management;married;tertiary;cellular;no;377;0
41;unemployed;married;primary;cellular;no;4112;3
31;services;single;unknown;cellular;no;347;0
37;blue-collar;married;primary;cellular;no;655;0
30;technician;single;secondary;cellular;no;11;0
50;technician;single;secondary;telephone;no;1022;0
37;management;married;tertiary;cellular;no;21;0
51;unemployed;married;secondary;telephone;no;3640;3
57;technician;married;unknown;telephone;no;587;0
40;entrepreneur;divorced;tertiary;cellular;no;0;0
30;technician;married;secondary;cellular;no;436;0
34;admin.;single;secondary;cellular;no;713;0
40;unemployed;married;tertiary;cellular;no;2135;3
59;self-employed;single;primary;telephone;no;0;0
57;management;married;tertiary;cellular;no;337;0
34;entrepreneur;married;tertiary;cellular;yes;1076;0
43;blue-collar;married;secondary;cellular;no;-19;0
31;blue-collar;married;primary;telephone;no;1738;0
34;management;single;tertiary;cellular;yes;1228;0
39;blue-collar;single;secondary;cellular;no;357;0
39;technician;single;secondary;cellular;no;0;0
37;unemployed;single;primary;cellular;no;3777;3
33;admin.;single;secondary;cellular;no;894;0
58;management;married;tertiary;cellular;yes;3342;3
44;unemployed;divorced;tertiary;cellular;yes;0;0
57;unemployed;married;secondary;cellular;no;4588;3
26;management;single;tertiary;cellular;no;690;0
40;blue-collar;married;primary;cellular;no;533;0
48;admin.;married;secondary;cellular;no;191;0
43;admin.;single;secondary;cellular;no;1022;0
35;blue-collar;single;secondary;cellular;no;0;0
29;entrepreneur;single;tertiary;cellular;no;54;0
46;entrepreneur;married;secondary;cellular;no;122;0
32;management;single;tertiary;cellular;yes;0;0
56;unemployed;divorced;primary;cellular;no;1770;0
36;technician;married;secondary;cellular;no;145;0
42;technician;married;unknown;cellular;no;906;0
34;technician;single;secondary;cellular;no;403;0
28;management;single;tertiary;cellular;no;321;0
29;housemaid;married;primary;cellular;no;132;0
43;admin.;single;secondary;cellular;no;375;0
33;blue-collar;single;secondary;cellular;no;123;0
47;self-employed;married;secondary;cellular;no;2;0
37;blue-collar;single;secondary;cellular;no;111;0
32;blue-collar;divorced;primary;cellular;no;158;0
43;unemployed;married;secondary;telephone;no;511;0
38;admin.;divorced;secondary;cellular;yes;19;0
26;technician;single;secondary;cellular;no;430;0
34;management;single;tertiary;cellular;no;0;0
36;blue-collar;single;unknown;cellular;no;43;0
53;housemaid;single;primary;cellular;no;80;0
26;services;married;secondary;cellular;no;116;0
31;technician;single;tertiary;cellular;no;3729;3
35;management;married;tertiary;cellular;no;506;0
39;technician;married;secondary;telephone;no;211;0
54;self-employed;married;tertiary;telephone;no;542;0
33;blue-collar;single;secondary;cellular;no;687;0
39;blue-collar;single;secondary;cellular;no;0;0
39;management;single;tertiary;cellular;no;0;0
30;management;single;tertiary;cellular;no;640;0
33;admin.;divorced;secondary;telephone;no;420;0
34;services;single;secondary;cellular;no;1758;0
42;technician;married;tertiary;cellular;no;1397;0
36;unemployed;married;secondary;telephone;no;439;0
30;technician;single;secondary;cellular;no;1282;0
43;services;married;secondary;telephone;no;488;0
29;blue-collar;married;secondary;cellular;no;247;0
49;entrepreneur;divorced;tertiary;cellular;no;1145;0
38;blue-collar;married;primary;cellular;no;346;0
52;management;married;secondary;telephone;no;4873;3
44;management;married;tertiary;telephone;no;445;0
28;unemployed;single;tertiary;cellular;no;0;0
53;technician;married;secondary;telephone;no;287;0
29;unemployed;single;tertiary;cellular;no;111;0
38;admin.;single;secondary;cellular;no;648;0
32;blue-collar;married;primary;telephone;no;1518;0
64;retired;married;primary;cellular;yes;440;0
26;management;single;tertiary;cellular;no;383;0
43;technician;married;primary;cellular;no;321;0
31;services;single;secondary;cellular;yes;13;0
51;management;married;tertiary;cellular;no;-321;0
40;technician;married;secondary;cellular;no;990;0
56;admin.;married;secondary;cellular;no;1554;0
40;entrepreneur;married;secondary;cellular;no;2663;3
30;unemployed;single;tertiary;cellular;no;306;0
61;retired;married;primary;telephone;no;3738;3
32;student;single;unknown;cellular;no;5969;3
37;services;single;primary;cellular;no;0;0
52;unemployed;married;tertiary;telephone;no;0;0
33;management;divorced;tertiary;cellular;no;387;0
31;self-employed;single;secondary;telephone;no;0;0
35;management;single;tertiary;cellular;no;3;0
35;admin.;divorced;secondary;cellular;no;627;0
49;self-employed;married;tertiary;cellular;no;503;0
55;technician;married;secondary;cellular;no;312;0
28;blue-collar;single;secondary;cellular;no;2909;3
41;unemployed;married;primary;telephone;no;-117;0
32;services;single;secondary;cellular;no;124;0
46;management;married;tertiary;cellular;no;1698;0
41;management;married;secondary;cellular;no;611;0
36;management;divorced;tertiary;cellular;no;2361;3
40;admin.;married;secondary;cellular;no;767;0
31;management;single;tertiary;cellular;yes;12857;1
42;blue-collar;divorced;primary;cellular;no;103;0
44;technician;single;secondary;cellular;no;196;0
44;technician;married;secondary;cellular;no;310;0
36;unemployed;married;primary;cellular;no;0;0
35;services;married;secondary;cellular;no;868;0
31;blue-collar;single;secondary;cellular;no;-538;0
29;blue-collar;single;primary;telephone;no;269;0
43;management;married;tertiary;cellular;no;479;0
34;admin.;married;tertiary;cellular;no;37;0
66;technician;married;secondary;cellular;yes;0;0
26;unknown;single;secondary;telephone;no;3247;3
31;blue-collar;married;secondary;cellular;no;492;0
33;technician;single;secondary;cellular;no;2583;3
31;services;married;secondary;telephone;no;1801;0
28;student;single;secondary;cellular;no;29;0
26;management;single;tertiary;cellular;no;2722;3
30;housemaid;single;secondary;cellular;no;1924;3
44;blue-collar;married;secondary;cellular;no;837;0
41;blue-collar;divorced;secondary;cellular;no;351;0
41;management;married;tertiary;cellular;no;326;0
33;management;divorced;tertiary;cellular;no;802;0
36;housemaid;married;primary;cellular;no;-125;0
32;blue-collar;married;secondary;cellular;no;0;0
70;management;married;tertiary;cellular;no;5563;3
59;retired;married;primary;cellular;no;3000;3
48;blue-collar;married;secondary;cellular;no;264;0
37;technician;single;tertiary;cellular;yes;6101;1
31;admin.;single;tertiary;cellular;no;383;0
33;management;married;tertiary;cellular;no;23;0
33;management;single;tertiary;cellular;no;417;0
38;blue-collar;married;secondary;cellular;no;121;0
47;retired;divorced;secondary;cellular;no;700;0
28;blue-collar;married;secondary;cellular;no;53;0
46;blue-collar;married;secondary;cellular;no;1352;0
31;blue-collar;married;secondary;cellular;no;23;0
29;unemployed;single;secondary;cellular;no;2424;3
33;management;married;tertiary;cellular;yes;158;0
26;services;single;secondary;cellular;no;531;0
42;entrepreneur;married;primary;cellular;no;66;0
33;student;single;tertiary;cellular;no;882;0
60;blue-collar;married;primary;cellular;no;5798;3
27;technician;single;secondary;cellular;no;0;0
30;entrepreneur;married;tertiary;cellular;no;93;0
47;blue-collar;married;secondary;cellular;no;1096;0
40;management;married;secondary;cellular;no;6695;1
36;unemployed;divorced;primary;cellular;no;510;0
45;self-employed;married;tertiary;cellular;no;1265;0
53;blue-collar;married;unknown;telephone;no;593;0
35;blue-collar;single;unknown;cellular;no;871;0
52;management;divorced;primary;cellular;no;11;0
37;admin.;single;secondary;cellular;no;310;0
50;management;married;tertiary;cellular;yes;346;0
31;management;single;tertiary;cellular;no;2137;3
31;management;married;tertiary;cellular;no;140;0
55;management;divorced;secondary;cellular;no;698;0
50;technician;divorced;tertiary;cellular;no;-1455;0
37;technician;married;secondary;cellular;no;-254;0
52;unemployed;married;tertiary;cellular;no;1595;0
26;services;single;secondary;telephone;no;1347;0
40;admin.;single;secondary;cellular;no;0;0
58;services;married;primary;telephone;no;443;0
60;admin.;divorced;secondary;cellular;yes;-41;0
39;technician;married;unknown;cellular;no;195;0
37;unemployed;divorced;secondary;cellular;no;74;0
27;student;single;tertiary;cellular;no;524;0
58;unemployed;married;secondary;cellular;no;315;0
27;services;single;secondary;cellular;no;0;0
56;retired;married;secondary;telephone;no;488;0
26;unemployed;single;secondary;cellular;no;387;0
28;blue-collar;single;secondary;cellular;no;517;0
42;technician;married;secondary;telephone;no;1048;0
32;blue-collar;single;primary;cellular;no;1450;0
56;blue-collar;divorced;secondary;telephone;no;2780;3
60;technician;married;secondary;cellular;no;1139;0
33;blue-collar;single;secondary;cellular;yes;697;0
31;self-employed;married;tertiary;cellular;no;1134;0
43;admin.;single;secondary;telephone;no;309;0
55;entrepreneur;married;secondary;cellular;no;8104;1
67;retired;single;primary;telephone;no;491;0
30;student;single;tertiary;cellular;no;0;0
45;housemaid;single;primary;telephone;no;959;0
29;blue-collar;married;secondary;cellular;no;76;0
41;blue-collar;married;primary;cellular;no;0;0
30;student;single;tertiary;cellular;no;300;0
27;services;single;secondary;cellular;no;795;0
38;unemployed;single;tertiary;cellular;no;0;0
36;services;single;secondary;cellular;no;417;0
46;technician;married;primary;cellular;no;718;0
34;housemaid;divorced;secondary;cellular;no;-28;0
27;blue-collar;single;primary;cellular;no;540;0
40;blue-collar;married;unknown;cellular;no;638;0
47;management;married;tertiary;telephone;no;0;0
57;admin.;divorced;secondary;cellular;no;-435;0
28;housemaid;single;tertiary;cellular;no;731;0
40;housemaid;married;primary;cellular;no;1832;0
32;blue-collar;married;secondary;cellular;no;300;0
50;entrepreneur;divorced;tertiary;cellular;no;1790;0
50;unknown;single;secondary;telephone;no;86;0
46;technician;married;tertiary;cellular;no;-369;0
49;management;married;secondary;cellular;no;48;0
